dataset_name,run_label,seed,budget,coverage_target,frontier_set_size_llm,coverage_llm,point_risk_llm,frontier_set_size_reference,coverage_reference,point_risk_reference,set_size_gap_llm_minus_reference,coverage_gap_llm_minus_reference,risk_gap_llm_minus_reference
ANES96 vote,minimax_anes_schema_budgetgrid,3,120,0.8,0.9322033898305084,0.864406779661017,0.0677966101694915,0.8166666666666667,0.8,0.05,0.11553672316384178,0.06440677966101693,0.017796610169491495
ANES96 vote,minimax_anes_schema_budgetgrid,3,120,0.9,1.271186440677966,0.9491525423728814,0.0677966101694915,1.0,0.9333333333333332,0.0666666666666666,0.27118644067796605,0.015819209039548143,0.001129943502824901
ANES96 vote,minimax_anes_schema_budgetgrid,3,140,0.8,0.975,0.925,0.05,0.825,0.8,0.0749999999999999,0.15000000000000002,0.125,-0.024999999999999897
ANES96 vote,minimax_anes_schema_budgetgrid,3,140,0.9,1.025,0.95,0.05,1.0,0.925,0.0749999999999999,0.02499999999999991,0.02499999999999991,-0.024999999999999897
ANES96 vote,minimax_anes_schema_budgetgrid,4,30,0.8,1.0,0.918918918918919,0.081081081081081,1.0733333333333333,0.9466666666666668,0.0799999999999999,-0.07333333333333325,-0.027747747747747797,0.0010810810810810978
ANES96 vote,minimax_anes_schema_budgetgrid,4,40,0.8,0.935251798561151,0.8633093525179856,0.0791366906474819,0.9142857142857144,0.8857142857142857,0.0714285714285714,0.02096608427543667,-0.022404933196300103,0.0077081192189105
ANES96 vote,minimax_anes_schema_budgetgrid,4,40,0.9,1.0,0.9285714285714286,0.0714285714285714,0.9714285714285714,0.9214285714285714,0.0714285714285714,0.02857142857142858,0.0071428571428572285,0.0
ANES96 vote,minimax_anes_schema_budgetgrid,4,60,0.8,0.8305084745762712,0.788135593220339,0.0847457627118644,0.9833333333333332,0.9083333333333332,0.0916666666666666,-0.15282485875706198,-0.12019774011299422,-0.006920903954802202
ANES96 vote,minimax_anes_schema_budgetgrid,4,60,0.9,0.9495798319327732,0.8739495798319328,0.0840336134453781,1.2333333333333334,0.9666666666666668,0.0916666666666666,-0.2837535014005602,-0.09271708683473401,-0.007633053221288502
ANES96 vote,minimax_anes_schema_budgetgrid,4,80,0.8,0.97,0.93,0.05,0.78,0.78,0.0699999999999999,0.18999999999999995,0.15000000000000002,-0.019999999999999893
