dataset_name,run_label,method_family,coverage_target,budget,n_cells,n_attained,attainment_rate,mean_frontier_set_size,se_frontier_set_size,ci95_low_frontier_set_size,ci95_high_frontier_set_size,mean_coverage,mean_point_risk
Fertility demography,minimax_fertility_schema_budgetgrid,llm_prompt_policy_frontier,0.8,30,10,10,1.0,1.5616228070175437,0.05784832041192754,1.4482400990101658,1.6750055150249217,0.9475,0.4470175438596491
Fertility demography,minimax_fertility_schema_budgetgrid,llm_prompt_policy_frontier,0.8,40,10,10,1.0,1.487272727272727,0.03840722307334509,1.4119945700489707,1.5625508844964835,0.8972727272727272,0.4536363636363637
Fertility demography,minimax_fertility_schema_budgetgrid,llm_prompt_policy_frontier,0.8,60,10,10,1.0,1.4915873015873016,0.03417436520550755,1.4246055457845068,1.5585690573900963,0.8812698412698413,0.45706349206349206
Fertility demography,minimax_fertility_schema_budgetgrid,llm_prompt_policy_frontier,0.8,80,10,10,1.0,1.4114285714285715,0.027172081176546882,1.3581712923225395,1.4646858505346034,0.8842857142857141,0.4171428571428571
Fertility demography,minimax_fertility_schema_budgetgrid,llm_prompt_policy_frontier,0.8,100,10,10,1.0,1.4100000000000001,0.031019706997684904,1.3492013742845377,1.4707986257154626,0.8779999999999999,0.418
Fertility demography,minimax_fertility_schema_budgetgrid,llm_prompt_policy_frontier,0.9,40,10,10,1.0,1.6781293706293705,0.04385502626326651,1.5921735191533681,1.7640852221053729,0.96,0.4925
Fertility demography,minimax_fertility_schema_budgetgrid,llm_prompt_policy_frontier,0.9,60,10,10,1.0,1.6444444444444446,0.04678996058475192,1.5527361216983309,1.7361527671905583,0.9844444444444443,0.4488888888888888
Fertility demography,minimax_fertility_schema_budgetgrid,llm_prompt_policy_frontier,0.9,80,10,10,1.0,1.6042857142857145,0.02456422928862654,1.5561398248800065,1.6524316036914226,0.9800000000000001,0.43285714285714283
Fertility demography,minimax_fertility_schema_budgetgrid,llm_prompt_policy_frontier,0.9,100,10,10,1.0,1.6320000000000001,0.03878143885933062,1.5559883798357121,1.708011620164288,0.9880000000000001,0.43200000000000005
Fertility demography,minimax_fertility_schema_budgetgrid,reference,0.8,30,10,9,0.9,1.0611111111111113,0.06577822353452566,0.9321857929834411,1.1900364292387815,0.8777777777777778,0.14907407407407405
Fertility demography,minimax_fertility_schema_budgetgrid,reference,0.8,40,10,10,1.0,0.8690909090909091,0.029260867162601963,0.8117396094522092,0.926442208729609,0.8418181818181818,0.08181818181818178
Fertility demography,minimax_fertility_schema_budgetgrid,reference,0.8,60,10,10,1.0,0.8955555555555555,0.041082739626257914,0.81503338588809,0.976077725223021,0.86,0.0744444444444444
Fertility demography,minimax_fertility_schema_budgetgrid,reference,0.8,80,10,10,1.0,0.8714285714285713,0.021717627144745486,0.8288620222248702,0.9139951206322725,0.8557142857142856,0.06999999999999997
Fertility demography,minimax_fertility_schema_budgetgrid,reference,0.8,100,10,10,1.0,0.884,0.02103964511741267,0.8427622955698711,0.9252377044301289,0.8620000000000001,0.06399999999999995
Fertility demography,minimax_fertility_schema_budgetgrid,reference,0.9,40,10,9,0.9,1.0121212121212122,0.0284671124667514,0.9563256716863795,1.067916752556045,0.9323232323232323,0.06969696969696963
Fertility demography,minimax_fertility_schema_budgetgrid,reference,0.9,60,10,10,1.0,1.0122222222222221,0.031139757534607262,0.9511882974543919,1.0732561469900523,0.9411111111111111,0.06999999999999995
Fertility demography,minimax_fertility_schema_budgetgrid,reference,0.9,80,10,9,0.9,0.9857142857142858,0.014677176197545175,0.9569470203670972,1.0144815510614742,0.9238095238095239,0.0714285714285714
Fertility demography,minimax_fertility_schema_budgetgrid,reference,0.9,100,10,8,0.8,1.0,0.013093073414159542,0.9743375761082473,1.0256624238917527,0.96,0.04249999999999998
Modechoice car,minimax_modechoice_schema_budgetgrid,llm_prompt_policy_frontier,0.8,30,10,10,1.0,1.7553846153846155,0.04474781406845849,1.6676788998104368,1.8430903309587943,0.946923076923077,0.3346153846153846
Modechoice car,minimax_modechoice_schema_budgetgrid,llm_prompt_policy_frontier,0.8,40,10,10,1.0,1.7125,0.04436190251850933,1.6255506710637215,1.7994493289362783,0.9366666666666665,0.3466666666666667
Modechoice car,minimax_modechoice_schema_budgetgrid,llm_prompt_policy_frontier,0.8,60,10,10,1.0,1.629,0.07968619007637952,1.4728150674502962,1.7851849325497038,0.913,0.291
Modechoice car,minimax_modechoice_schema_budgetgrid,llm_prompt_policy_frontier,0.8,80,10,10,1.0,1.6175000000000002,0.010736748938937613,1.5964559720796825,1.6385440279203178,0.9125,0.27374999999999994
Modechoice car,minimax_modechoice_schema_budgetgrid,llm_prompt_policy_frontier,0.8,100,10,10,1.0,1.653333333333333,0.02948110924760354,1.5955503592080302,1.711116307458636,0.9266666666666667,0.2833333333333333
Modechoice car,minimax_modechoice_schema_budgetgrid,llm_prompt_policy_frontier,0.8,120,10,10,1.0,1.5875,0.07362159254518262,1.4432016786114419,1.731798321388558,0.9099999999999999,0.27749999999999997
Modechoice car,minimax_modechoice_schema_budgetgrid,llm_prompt_policy_frontier,0.9,40,10,10,1.0,1.7441666666666666,0.04944210356506155,1.647260143679146,1.8410731896541872,0.9391666666666667,0.32083333333333336
Modechoice car,minimax_modechoice_schema_budgetgrid,llm_prompt_policy_frontier,0.9,60,10,10,1.0,1.823,0.044747439405326106,1.7352950187655607,1.9107049812344392,0.9489999999999998,0.295
Modechoice car,minimax_modechoice_schema_budgetgrid,llm_prompt_policy_frontier,0.9,80,10,10,1.0,1.7399999999999998,0.040986108757859796,1.6596672268345947,1.8203327731654049,0.92875,0.26999999999999996
Modechoice car,minimax_modechoice_schema_budgetgrid,llm_prompt_policy_frontier,0.9,100,10,10,1.0,1.7316666666666662,0.040173235977313135,1.6529271241511325,1.8104062091822,0.9416666666666667,0.2566666666666666
Modechoice car,minimax_modechoice_schema_budgetgrid,llm_prompt_policy_frontier,0.9,120,10,10,1.0,1.64,0.02333333333333333,1.5942666666666665,1.6857333333333333,0.925,0.26999999999999996
Modechoice car,minimax_modechoice_schema_budgetgrid,reference,0.8,30,10,10,1.0,1.33,0.07133967418222512,1.1901742386028389,1.4698257613971613,0.8546153846153846,0.27230769230769225
Modechoice car,minimax_modechoice_schema_budgetgrid,reference,0.8,40,10,8,0.8,1.375,0.07650604291933157,1.2250481558781101,1.5249518441218899,0.8687499999999999,0.29062499999999997
Modechoice car,minimax_modechoice_schema_budgetgrid,reference,0.8,60,10,9,0.9,1.2333333333333334,0.0655108133567785,1.1049321391540476,1.3617345275126191,0.8433333333333334,0.22999999999999993
Modechoice car,minimax_modechoice_schema_budgetgrid,reference,0.8,80,10,10,1.0,1.045,0.020933094478467442,1.0039711348222038,1.086028865177796,0.8125,0.20874999999999994
Modechoice car,minimax_modechoice_schema_budgetgrid,reference,0.8,100,10,9,0.9,1.0240740740740741,0.03748570829629104,0.9506020858133437,1.0975460623348046,0.824074074074074,0.187037037037037
Modechoice car,minimax_modechoice_schema_budgetgrid,reference,0.8,120,10,7,0.7,1.032142857142857,0.04035345537304355,0.9530500846116917,1.1112356296740225,0.8357142857142856,0.16785714285714284
Modechoice car,minimax_modechoice_schema_budgetgrid,reference,0.9,40,10,9,0.9,1.6361111111111108,0.06462438957851023,1.5094473075372308,1.762774914684991,0.9500000000000001,0.2888888888888889
Modechoice car,minimax_modechoice_schema_budgetgrid,reference,0.9,60,10,10,1.0,1.573,0.06555828619548323,1.4445057590568529,1.701494240943147,0.9410000000000001,0.2649999999999999
Modechoice car,minimax_modechoice_schema_budgetgrid,reference,0.9,80,10,10,1.0,1.3075,0.03501983564908449,1.2388611221277945,1.3761388778722057,0.9075000000000001,0.21374999999999994
Modechoice car,minimax_modechoice_schema_budgetgrid,reference,0.9,100,10,10,1.0,1.305,0.05869201893289881,1.1899636428915183,1.4200363571084815,0.9083333333333332,0.21000000000000002
Modechoice car,minimax_modechoice_schema_budgetgrid,reference,0.9,120,10,8,0.8,1.221875,0.06468286301530833,1.0950965884899957,1.3486534115100044,0.903125,0.18124999999999997
RAND HIE visits,minimax_randhie_schema_budgetgrid,llm_prompt_policy_frontier,0.8,30,10,10,1.0,1.6753333333333331,0.054650855888839604,1.5682176557912075,1.7824490108754587,0.9326666666666666,0.3053333333333333
RAND HIE visits,minimax_randhie_schema_budgetgrid,llm_prompt_policy_frontier,0.8,40,10,10,1.0,1.59,0.04985466405808658,1.4922848584461503,1.6877151415538498,0.9085714285714286,0.3064285714285714
RAND HIE visits,minimax_randhie_schema_budgetgrid,llm_prompt_policy_frontier,0.8,60,10,10,1.0,1.4575,0.007703013679923357,1.4424020931873502,1.4725979068126498,0.8508333333333334,0.3224999999999999
RAND HIE visits,minimax_randhie_schema_budgetgrid,llm_prompt_policy_frontier,0.8,80,10,10,1.0,1.4780000000000002,0.022939534045447005,1.433038513270924,1.5229614867290764,0.859,0.313
RAND HIE visits,minimax_randhie_schema_budgetgrid,llm_prompt_policy_frontier,0.8,100,10,10,1.0,1.4600000000000002,0.017360555546666375,1.425973311128534,1.4940266888714664,0.8550000000000001,0.31124999999999997
RAND HIE visits,minimax_randhie_schema_budgetgrid,llm_prompt_policy_frontier,0.8,120,10,10,1.0,1.518333333333333,0.03455627008907554,1.450603043958745,1.5860636227079212,0.8716666666666667,0.3233333333333333
