run_label,experiment_id,dataset_id,task_id,seed,coverage_target,target_policy_space,target_budget,frontier_set_size,fess_ess_status,fess_ess_bracket,fess_ess_point_on_grid,point_risk,ress_ess_status,ress_ess_bracket,ress_ess_point_on_grid,ess_brackets_disagree
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,1,0.9,llm_prompt_policy_frontier,140,1.85,attained,<=40,40.0,0.3833333333333333,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,1,0.8,llm_prompt_policy_frontier,160,1.575,attained,<=30,30.0,0.425,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,1,0.9,llm_prompt_policy_frontier,160,1.825,attained,<=40,40.0,0.425,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,2,0.8,llm_prompt_policy_frontier,30,1.7058823529411764,attained,30-40,40.0,0.3058823529411765,attained,<=30,30.0,True
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,2,0.8,llm_prompt_policy_frontier,40,1.75,attained,<=30,30.0,0.3,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,2,0.9,llm_prompt_policy_frontier,40,1.9125,attained,<=40,40.0,0.3,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,2,0.8,llm_prompt_policy_frontier,60,1.7642857142857142,attained,<=30,30.0,0.3071428571428571,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,2,0.9,llm_prompt_policy_frontier,60,1.921428571428572,attained,<=40,40.0,0.3071428571428571,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,2,0.8,llm_prompt_policy_frontier,80,1.7833333333333334,attained,<=30,30.0,0.3333333333333333,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,2,0.9,llm_prompt_policy_frontier,80,1.925,attained,<=40,40.0,0.3333333333333333,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,2,0.8,llm_prompt_policy_frontier,100,1.73,attained,<=30,30.0,0.35,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,2,0.9,llm_prompt_policy_frontier,100,1.94,attained,<=40,40.0,0.35,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,2,0.9,llm_prompt_policy_frontier,120,1.7875,attained,<=40,40.0,0.3625,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,2,0.8,llm_prompt_policy_frontier,140,1.8,attained,<=30,30.0,0.35,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,2,0.9,llm_prompt_policy_frontier,140,1.8,attained,<=40,40.0,0.35,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,2,0.8,llm_prompt_policy_frontier,160,1.85,attained,<=30,30.0,0.3,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,2,0.9,llm_prompt_policy_frontier,160,1.85,attained,<=40,40.0,0.3,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,3,0.8,llm_prompt_policy_frontier,30,1.7176470588235293,attained,<=30,30.0,0.3294117647058824,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,3,0.8,llm_prompt_policy_frontier,40,1.70625,attained,<=30,30.0,0.3249999999999999,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,3,0.9,llm_prompt_policy_frontier,40,1.70625,attained,<=40,40.0,0.3249999999999999,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,3,0.8,llm_prompt_policy_frontier,60,1.7142857142857142,attained,<=30,30.0,0.3357142857142857,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,3,0.9,llm_prompt_policy_frontier,60,1.7642857142857142,attained,<=40,40.0,0.3357142857142857,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,3,0.8,llm_prompt_policy_frontier,80,1.7166666666666666,attained,<=30,30.0,0.3583333333333333,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,3,0.9,llm_prompt_policy_frontier,80,1.7666666666666666,attained,<=40,40.0,0.3583333333333333,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,3,0.8,llm_prompt_policy_frontier,100,1.7,attained,<=30,30.0,0.37,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,3,0.9,llm_prompt_policy_frontier,100,1.74,attained,<=40,40.0,0.37,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,3,0.8,llm_prompt_policy_frontier,120,1.6875,attained,<=30,30.0,0.3874999999999999,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,3,0.9,llm_prompt_policy_frontier,120,1.7375,attained,<=40,40.0,0.3874999999999999,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,3,0.8,llm_prompt_policy_frontier,140,1.65,attained,<=30,30.0,0.4,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,3,0.9,llm_prompt_policy_frontier,140,1.7166666666666666,attained,<=40,40.0,0.4,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,3,0.8,llm_prompt_policy_frontier,160,1.65,attained,<=30,30.0,0.375,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,3,0.9,llm_prompt_policy_frontier,160,1.7,attained,<=40,40.0,0.375,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,4,0.8,llm_prompt_policy_frontier,40,1.69375,attained,<=40,40.0,0.3625,attained,40-60,60.0,True
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,4,0.9,llm_prompt_policy_frontier,40,1.75625,attained,<=60,60.0,0.3625,attained,40-60,60.0,True
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,4,0.8,llm_prompt_policy_frontier,60,1.7142857142857142,attained,<=40,40.0,0.3714285714285714,attained,40-60,60.0,True
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,4,0.9,llm_prompt_policy_frontier,60,1.9142857142857144,attained,<=60,60.0,0.3714285714285714,attained,40-60,60.0,True
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,4,0.8,llm_prompt_policy_frontier,80,1.7166666666666666,attained,<=40,40.0,0.4083333333333333,attained,40-60,60.0,True
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,4,0.9,llm_prompt_policy_frontier,80,1.9416666666666669,attained,<=60,60.0,0.4083333333333333,attained,40-60,60.0,True
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,4,0.8,llm_prompt_policy_frontier,100,1.75,attained,<=40,40.0,0.4,attained,40-60,60.0,True
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,4,0.9,llm_prompt_policy_frontier,100,1.75,attained,<=60,60.0,0.4,attained,40-60,60.0,True
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,4,0.8,llm_prompt_policy_frontier,120,1.75,attained,<=40,40.0,0.3874999999999999,attained,40-60,60.0,True
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,4,0.9,llm_prompt_policy_frontier,120,1.8125,attained,<=60,60.0,0.3874999999999999,attained,40-60,60.0,True
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,4,0.8,llm_prompt_policy_frontier,140,1.7666666666666666,attained,<=40,40.0,0.3833333333333333,attained,40-60,60.0,True
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,4,0.9,llm_prompt_policy_frontier,140,1.95,attained,<=60,60.0,0.3833333333333333,attained,40-60,60.0,True
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,4,0.8,llm_prompt_policy_frontier,160,1.775,attained,<=40,40.0,0.4,attained,40-60,60.0,True
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,4,0.9,llm_prompt_policy_frontier,160,1.95,attained,<=60,60.0,0.4,attained,40-60,60.0,True
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,5,0.8,llm_prompt_policy_frontier,30,1.6941176470588235,attained,<=30,30.0,0.3058823529411765,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,5,0.8,llm_prompt_policy_frontier,40,1.6875,attained,<=30,30.0,0.3,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,5,0.9,llm_prompt_policy_frontier,40,1.75,attained,<=40,40.0,0.3,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,5,0.8,llm_prompt_policy_frontier,60,1.6642857142857144,attained,<=30,30.0,0.3,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,5,0.9,llm_prompt_policy_frontier,60,1.8928571428571428,attained,<=40,40.0,0.3,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,5,0.8,llm_prompt_policy_frontier,80,1.675,attained,<=30,30.0,0.275,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,5,0.9,llm_prompt_policy_frontier,80,1.7333333333333334,attained,<=40,40.0,0.275,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,5,0.8,llm_prompt_policy_frontier,100,1.68,attained,<=30,30.0,0.27,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,5,0.9,llm_prompt_policy_frontier,100,1.89,attained,<=40,40.0,0.27,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,5,0.8,llm_prompt_policy_frontier,120,1.6625,attained,<=30,30.0,0.2875,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,5,0.9,llm_prompt_policy_frontier,120,1.7375,attained,<=40,40.0,0.2875,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,5,0.8,llm_prompt_policy_frontier,140,1.6833333333333331,attained,<=30,30.0,0.2666666666666667,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,5,0.9,llm_prompt_policy_frontier,140,1.7333333333333334,attained,<=40,40.0,0.2666666666666667,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,5,0.8,llm_prompt_policy_frontier,160,1.675,attained,<=30,30.0,0.25,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,5,0.9,llm_prompt_policy_frontier,160,1.7,attained,<=40,40.0,0.25,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,6,0.8,llm_prompt_policy_frontier,30,1.911764705882353,attained,<=30,30.0,0.3294117647058824,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,6,0.8,llm_prompt_policy_frontier,40,1.90625,attained,<=30,30.0,0.3125,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,6,0.9,llm_prompt_policy_frontier,40,1.90625,attained,<=40,40.0,0.3125,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,6,0.8,llm_prompt_policy_frontier,60,1.7357142857142858,attained,<=30,30.0,0.3142857142857143,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,6,0.9,llm_prompt_policy_frontier,60,1.921428571428572,attained,<=40,40.0,0.3142857142857143,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,6,0.8,llm_prompt_policy_frontier,80,1.7833333333333334,attained,<=30,30.0,0.3333333333333333,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,6,0.9,llm_prompt_policy_frontier,80,1.7833333333333334,attained,<=40,40.0,0.3333333333333333,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,6,0.8,llm_prompt_policy_frontier,100,1.76,attained,<=30,30.0,0.3399999999999999,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,6,0.9,llm_prompt_policy_frontier,100,1.93,attained,<=40,40.0,0.3399999999999999,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,6,0.8,llm_prompt_policy_frontier,120,1.725,attained,<=30,30.0,0.35,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,6,0.9,llm_prompt_policy_frontier,120,1.775,attained,<=40,40.0,0.35,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,6,0.8,llm_prompt_policy_frontier,140,1.7333333333333334,attained,<=30,30.0,0.2833333333333333,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,6,0.9,llm_prompt_policy_frontier,140,1.7333333333333334,attained,<=40,40.0,0.2833333333333333,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,6,0.8,llm_prompt_policy_frontier,160,1.675,attained,<=30,30.0,0.3249999999999999,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,6,0.9,llm_prompt_policy_frontier,160,1.675,attained,<=40,40.0,0.3249999999999999,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,7,0.8,llm_prompt_policy_frontier,30,1.7058823529411764,attained,<=30,30.0,0.3235294117647058,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,7,0.8,llm_prompt_policy_frontier,40,1.90625,attained,<=30,30.0,0.3249999999999999,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,7,0.9,llm_prompt_policy_frontier,40,1.90625,attained,<=40,40.0,0.3249999999999999,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,7,0.8,llm_prompt_policy_frontier,60,1.7285714285714286,attained,<=30,30.0,0.3571428571428571,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,7,0.9,llm_prompt_policy_frontier,60,1.9142857142857144,attained,<=40,40.0,0.3571428571428571,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,7,0.8,llm_prompt_policy_frontier,80,1.725,attained,<=30,30.0,0.3916666666666667,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,7,0.9,llm_prompt_policy_frontier,80,1.9166666666666667,attained,<=40,40.0,0.3916666666666667,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,7,0.9,llm_prompt_policy_frontier,100,1.72,attained,<=40,40.0,0.35,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,7,0.8,llm_prompt_policy_frontier,120,1.725,attained,<=30,30.0,0.3625,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,7,0.9,llm_prompt_policy_frontier,120,1.725,attained,<=40,40.0,0.3625,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,7,0.8,llm_prompt_policy_frontier,140,1.6666666666666667,attained,<=30,30.0,0.35,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,7,0.9,llm_prompt_policy_frontier,140,1.9166666666666667,attained,<=40,40.0,0.35,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,7,0.8,llm_prompt_policy_frontier,160,1.65,attained,<=30,30.0,0.375,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,7,0.9,llm_prompt_policy_frontier,160,1.875,attained,<=40,40.0,0.375,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,8,0.8,llm_prompt_policy_frontier,40,1.73125,attained,<=30,30.0,0.3562499999999999,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,8,0.9,llm_prompt_policy_frontier,40,1.73125,attained,<=60,60.0,0.3562499999999999,attained,<=40,40.0,True
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,8,0.9,llm_prompt_policy_frontier,60,1.921428571428572,attained,<=60,60.0,0.3642857142857143,attained,<=40,40.0,True
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,8,0.8,llm_prompt_policy_frontier,80,1.7083333333333333,attained,<=30,30.0,0.3583333333333333,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,8,0.9,llm_prompt_policy_frontier,80,1.9166666666666667,attained,<=60,60.0,0.3583333333333333,attained,<=40,40.0,True
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,8,0.8,llm_prompt_policy_frontier,100,1.73,attained,<=30,30.0,0.38,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,8,0.9,llm_prompt_policy_frontier,100,1.92,attained,<=60,60.0,0.38,attained,<=40,40.0,True
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,8,0.8,llm_prompt_policy_frontier,120,1.7125,attained,<=30,30.0,0.4125,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,8,0.9,llm_prompt_policy_frontier,120,1.7375,attained,<=60,60.0,0.4125,attained,<=40,40.0,True
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,8,0.8,llm_prompt_policy_frontier,140,1.7166666666666666,attained,<=30,30.0,0.3666666666666667,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,8,0.9,llm_prompt_policy_frontier,140,1.9166666666666667,attained,<=60,60.0,0.3666666666666667,attained,<=40,40.0,True
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,8,0.8,llm_prompt_policy_frontier,160,1.725,attained,<=30,30.0,0.375,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,8,0.9,llm_prompt_policy_frontier,160,1.775,attained,<=60,60.0,0.375,attained,<=40,40.0,True
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,9,0.8,llm_prompt_policy_frontier,30,1.688235294117647,attained,<=30,30.0,0.3411764705882353,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,9,0.9,llm_prompt_policy_frontier,40,1.9125,attained,<=40,40.0,0.3562499999999999,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,9,0.8,llm_prompt_policy_frontier,60,1.7642857142857142,attained,<=30,30.0,0.3642857142857143,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,9,0.9,llm_prompt_policy_frontier,60,1.921428571428572,attained,<=40,40.0,0.3642857142857143,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,9,0.8,llm_prompt_policy_frontier,80,1.675,attained,<=30,30.0,0.3833333333333333,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,9,0.9,llm_prompt_policy_frontier,80,1.7666666666666666,attained,<=40,40.0,0.3833333333333333,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,9,0.8,llm_prompt_policy_frontier,100,1.67,attained,<=30,30.0,0.38,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,9,0.9,llm_prompt_policy_frontier,100,1.77,attained,<=40,40.0,0.38,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,9,0.8,llm_prompt_policy_frontier,120,1.6625,attained,<=30,30.0,0.3625,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,9,0.9,llm_prompt_policy_frontier,120,1.7875,attained,<=40,40.0,0.3625,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,9,0.8,llm_prompt_policy_frontier,140,1.6333333333333333,attained,<=30,30.0,0.3833333333333333,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,9,0.9,llm_prompt_policy_frontier,140,1.7833333333333334,attained,<=40,40.0,0.3833333333333333,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,9,0.8,llm_prompt_policy_frontier,160,1.625,attained,<=30,30.0,0.425,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,9,0.9,llm_prompt_policy_frontier,160,1.775,attained,<=40,40.0,0.425,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,10,0.8,llm_prompt_policy_frontier,30,1.7352941176470589,attained,<=30,30.0,0.3117647058823529,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,10,0.8,llm_prompt_policy_frontier,40,1.725,attained,<=30,30.0,0.30625,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,10,0.9,llm_prompt_policy_frontier,40,1.725,attained,<=40,40.0,0.30625,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,10,0.8,llm_prompt_policy_frontier,60,1.7,attained,<=30,30.0,0.3,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,10,0.9,llm_prompt_policy_frontier,60,1.7,attained,<=40,40.0,0.3,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,10,0.8,llm_prompt_policy_frontier,80,1.675,attained,<=30,30.0,0.2833333333333333,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,10,0.9,llm_prompt_policy_frontier,80,1.675,attained,<=40,40.0,0.2833333333333333,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,10,0.8,llm_prompt_policy_frontier,100,1.7,attained,<=30,30.0,0.27,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,10,0.9,llm_prompt_policy_frontier,100,1.7,attained,<=40,40.0,0.27,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,10,0.8,llm_prompt_policy_frontier,120,1.725,attained,<=30,30.0,0.3125,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,10,0.9,llm_prompt_policy_frontier,120,1.9,attained,<=40,40.0,0.3125,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,10,0.8,llm_prompt_policy_frontier,140,1.6666666666666667,attained,<=30,30.0,0.2833333333333333,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,10,0.9,llm_prompt_policy_frontier,140,1.8666666666666667,attained,<=40,40.0,0.2833333333333333,attained,<=40,40.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,10,0.8,llm_prompt_policy_frontier,160,1.65,attained,<=30,30.0,0.2249999999999999,attained,<=30,30.0,False
minimax_star98_schema_budgetgrid,E14B,real_star98_education,star98_majority_above_benchmark,10,0.9,llm_prompt_policy_frontier,160,1.65,attained,<=40,40.0,0.2249999999999999,attained,<=40,40.0,False
minimax_fertility_schema_budgetgrid,E16B,real_fertility_demography,fertility_2011_below_replacement,1,0.8,llm_prompt_policy_frontier,30,1.575,attained,<=30,30.0,0.425,attained,<=30,30.0,False
minimax_fertility_schema_budgetgrid,E16B,real_fertility_demography,fertility_2011_below_replacement,1,0.8,llm_prompt_policy_frontier,40,1.5818181818181818,attained,<=30,30.0,0.409090909090909,attained,<=30,30.0,False
minimax_fertility_schema_budgetgrid,E16B,real_fertility_demography,fertility_2011_below_replacement,1,0.9,llm_prompt_policy_frontier,40,1.5818181818181818,attained,<=40,40.0,0.409090909090909,attained,<=40,40.0,False
minimax_fertility_schema_budgetgrid,E16B,real_fertility_demography,fertility_2011_below_replacement,1,0.8,llm_prompt_policy_frontier,60,1.5952380952380951,attained,<=30,30.0,0.4333333333333333,attained,<=30,30.0,False
minimax_fertility_schema_budgetgrid,E16B,real_fertility_demography,fertility_2011_below_replacement,1,0.9,llm_prompt_policy_frontier,60,1.9222222222222225,attained,<=40,40.0,0.4333333333333333,attained,<=40,40.0,False
minimax_fertility_schema_budgetgrid,E16B,real_fertility_demography,fertility_2011_below_replacement,1,0.8,llm_prompt_policy_frontier,80,1.3285714285714283,attained,<=30,30.0,0.4142857142857142,attained,<=30,30.0,False
