run_label,method_family,coverage_target,n_cells,n_attained,mean_frontier_set_size,median_frontier_set_size,mean_coverage,mean_point_risk,attainment_rate
minimax_promptopt_main,llm_prompt_policy_frontier,0.8,3,3,2.7619047619047623,2.657142857142857,0.8857142857142858,0.6786967418546367,1.0
minimax_promptopt_main,llm_prompt_policy_frontier,0.9,3,3,2.9814814814814814,3.0,0.9907407407407408,0.6076998050682261,1.0
minimax_randhie_schema_budgetgrid,llm_cached,0.8,70,69,1.5444927536231883,1.48,0.8778502415458938,0.3103951000690131,0.9857142857142858
minimax_randhie_schema_budgetgrid,llm_cached,0.9,60,60,1.7977063492063494,1.75,0.9582738095238096,0.2944880952380952,1.0
minimax_randhie_schema_budgetgrid,llm_fixed_prompt_frontier,0.8,70,69,1.5444927536231883,1.48,0.8778502415458938,0.3103951000690131,0.9857142857142858
minimax_randhie_schema_budgetgrid,llm_fixed_prompt_frontier,0.9,60,60,1.7977063492063494,1.75,0.9582738095238096,0.2944880952380952,1.0
minimax_randhie_schema_budgetgrid,llm_prompt_optimized,0.8,70,70,1.6968180272108844,1.6666666666666667,0.9507636054421769,0.30660204081632647,1.0
minimax_randhie_schema_budgetgrid,llm_prompt_optimized,0.9,60,60,1.744174603174603,1.6775,0.9575376984126984,0.30309523809523803,1.0
minimax_randhie_schema_budgetgrid,llm_prompt_policy_frontier,0.8,70,70,1.520595238095238,1.48,0.8768197278911565,0.312406462585034,1.0
minimax_randhie_schema_budgetgrid,llm_prompt_policy_frontier,0.9,60,60,1.7324087301587303,1.6775,0.9535297619047618,0.3051785714285714,1.0
minimax_randhie_schema_budgetgrid,overall_frontier,0.8,70,70,1.4315017006802722,1.4232142857142858,0.8380816326530612,0.3369268707482993,1.0
minimax_randhie_schema_budgetgrid,overall_frontier,0.9,60,60,1.6822142857142857,1.6666666666666667,0.931779761904762,0.33093452380952376,1.0
minimax_randhie_schema_budgetgrid,reference,0.8,70,64,1.4918936011904762,1.4428571428571426,0.8420349702380953,0.3745052083333333,0.9142857142857143
minimax_randhie_schema_budgetgrid,reference,0.9,60,57,1.7310275689223058,1.7333333333333334,0.9210526315789473,0.3791645781119465,0.95
minimax_real_reference_vs_fixed,llm_cached,0.8,20,20,2.69341836068324,2.685824625170377,0.8929078313903392,0.6746605983288173,1.0
minimax_real_reference_vs_fixed,llm_cached,0.9,20,20,2.9925,3.0,1.0,0.6876351351351351,1.0
minimax_real_reference_vs_fixed,llm_cached,0.95,10,10,2.9925,3.0,1.0,0.6925,1.0
minimax_real_reference_vs_fixed,llm_fixed_prompt_frontier,0.8,20,20,2.69341836068324,2.685824625170377,0.8929078313903392,0.6746605983288173,1.0
minimax_real_reference_vs_fixed,llm_fixed_prompt_frontier,0.9,20,20,2.9925,3.0,1.0,0.6876351351351351,1.0
minimax_real_reference_vs_fixed,llm_fixed_prompt_frontier,0.95,10,10,2.9925,3.0,1.0,0.6925,1.0
minimax_real_reference_vs_fixed,overall_frontier,0.8,20,20,2.1056406926406925,2.0466666666666664,0.8611558441558442,0.5161688311688312,1.0
minimax_real_reference_vs_fixed,overall_frontier,0.9,20,20,2.5100000000000002,2.5216666666666665,0.954,0.5,1.0
minimax_real_reference_vs_fixed,overall_frontier,0.95,10,10,2.603333333333333,2.55,0.9799999999999999,0.4766666666666667,1.0
minimax_real_reference_vs_fixed,reference,0.8,20,20,2.1086666666666667,2.0466666666666664,0.8640000000000001,0.509,1.0
