dataset_name,n_cells,n_disagree,disagreement_rate,wilson95_low,wilson95_high,seed_n,seed_rate_mean,seed_rate_sd,seed_rate_min,seed_rate_max,seed_t95_low,seed_t95_high
Combined,941,488,0.5185972369819342,0.4866621056027324,0.5503811461229966,10,0.5188839119074282,0.077834782819141,0.4148936170212766,0.6559139784946236,0.463204262495446,0.5745635613194104
