dataset_id,task_id,seed,budget,coverage_target,rank_by_point_risk,rank_by_mean_set_size,rank_disagreement_indicator
real_anes96_vote,anes96_vote_clinton_vs_dole,4,30,0.8,gradient_boosting_probability_conformal,cached_llm_promptopt_anes_opt_rank2_seed_sharp_when_clear,1
real_anes96_vote,anes96_vote_clinton_vs_dole,4,40,0.8,gradient_boosting_probability_conformal,calibrated_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,4,40,0.9,gradient_boosting_probability_conformal,calibrated_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,4,60,0.8,gradient_boosting_probability_conformal,cached_llm_promptopt_anes_opt_rank1_seed_original_persona,1
real_anes96_vote,anes96_vote_clinton_vs_dole,4,60,0.9,gradient_boosting_probability_conformal,cached_llm_promptopt_anes_opt_rank1_seed_original_persona,1
real_anes96_vote,anes96_vote_clinton_vs_dole,4,80,0.8,random_forest_probability_conformal,calibrated_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,4,80,0.9,random_forest_probability_conformal,gradient_boosting_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,4,100,0.8,random_forest_probability_conformal,calibrated_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,4,100,0.9,random_forest_probability_conformal,gradient_boosting_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,4,120,0.8,calibrated_probability_conformal,random_forest_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,4,120,0.9,calibrated_probability_conformal,cached_llm_promptopt_anes_opt_rank2_seed_sharp_when_clear,1
real_anes96_vote,anes96_vote_clinton_vs_dole,4,140,0.8,calibrated_probability_conformal,gradient_boosting_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,4,140,0.9,calibrated_probability_conformal,random_forest_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,5,30,0.8,gradient_boosting_probability_conformal,cached_llm_anes_original_persona,1
real_anes96_vote,anes96_vote_clinton_vs_dole,5,40,0.8,gradient_boosting_probability_conformal,cached_llm_promptopt_anes_opt_rank2_seed_sharp_when_clear,1
real_anes96_vote,anes96_vote_clinton_vs_dole,5,40,0.9,gradient_boosting_probability_conformal,random_forest_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,5,60,0.8,cached_llm_anes_original_persona,calibrated_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,5,60,0.9,cached_llm_anes_original_persona,random_forest_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,5,80,0.8,gradient_boosting_probability_conformal,cached_llm_promptopt_anes_opt_rank2_seed_sharp_when_clear,1
real_anes96_vote,anes96_vote_clinton_vs_dole,5,80,0.9,gradient_boosting_probability_conformal,gradient_boosting_probability_conformal,0
real_anes96_vote,anes96_vote_clinton_vs_dole,5,100,0.8,gradient_boosting_probability_conformal,random_forest_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,5,100,0.9,gradient_boosting_probability_conformal,cached_llm_anes_calibrated_persona,1
real_anes96_vote,anes96_vote_clinton_vs_dole,5,120,0.8,cached_llm_anes_original_persona,calibrated_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,5,120,0.9,cached_llm_anes_original_persona,cached_llm_anes_calibrated_persona,1
real_anes96_vote,anes96_vote_clinton_vs_dole,5,140,0.8,cached_llm_anes_original_persona,cached_llm_promptopt_anes_opt_rank1_seed_original_persona,1
real_anes96_vote,anes96_vote_clinton_vs_dole,5,140,0.9,cached_llm_anes_original_persona,calibrated_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,6,30,0.8,gradient_boosting_probability_conformal,calibrated_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,6,40,0.8,gradient_boosting_probability_conformal,random_forest_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,6,40,0.9,gradient_boosting_probability_conformal,cached_llm_promptopt_anes_opt_rank2_seed_sharp_when_clear,1
real_anes96_vote,anes96_vote_clinton_vs_dole,6,60,0.8,gradient_boosting_probability_conformal,calibrated_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,6,60,0.9,gradient_boosting_probability_conformal,cached_llm_promptopt_anes_opt_rank2_seed_sharp_when_clear,1
real_anes96_vote,anes96_vote_clinton_vs_dole,6,80,0.8,gradient_boosting_probability_conformal,random_forest_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,6,80,0.9,gradient_boosting_probability_conformal,calibrated_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,6,100,0.8,random_forest_probability_conformal,random_forest_probability_conformal,0
real_anes96_vote,anes96_vote_clinton_vs_dole,6,100,0.9,random_forest_probability_conformal,gradient_boosting_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,6,120,0.8,random_forest_probability_conformal,gradient_boosting_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,6,120,0.9,random_forest_probability_conformal,cached_llm_anes_calibrated_persona,1
real_anes96_vote,anes96_vote_clinton_vs_dole,6,140,0.8,cached_llm_anes_original_persona,cached_llm_promptopt_anes_opt_rank2_seed_sharp_when_clear,1
real_anes96_vote,anes96_vote_clinton_vs_dole,6,140,0.9,cached_llm_anes_original_persona,cached_llm_anes_calibrated_persona,1
real_anes96_vote,anes96_vote_clinton_vs_dole,7,30,0.8,cached_llm_anes_original_persona,cached_llm_anes_calibrated_persona,1
real_anes96_vote,anes96_vote_clinton_vs_dole,7,40,0.8,cached_llm_anes_original_persona,random_forest_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,7,40,0.9,cached_llm_anes_original_persona,random_forest_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,7,60,0.8,cached_llm_anes_original_persona,gradient_boosting_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,7,60,0.9,cached_llm_anes_original_persona,cached_llm_promptopt_anes_opt_rank2_seed_sharp_when_clear,1
real_anes96_vote,anes96_vote_clinton_vs_dole,7,80,0.8,random_forest_probability_conformal,gradient_boosting_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,7,80,0.9,random_forest_probability_conformal,random_forest_probability_conformal,0
real_anes96_vote,anes96_vote_clinton_vs_dole,7,100,0.8,cached_llm_anes_original_persona,random_forest_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,7,100,0.9,cached_llm_anes_original_persona,cached_llm_anes_original_persona,0
real_anes96_vote,anes96_vote_clinton_vs_dole,7,120,0.8,cached_llm_anes_calibrated_persona,random_forest_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,7,120,0.9,cached_llm_anes_calibrated_persona,random_forest_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,7,140,0.8,cached_llm_anes_calibrated_persona,random_forest_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,7,140,0.9,cached_llm_anes_calibrated_persona,calibrated_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,8,30,0.8,gradient_boosting_probability_conformal,cached_llm_promptopt_anes_opt_rank1_seed_original_persona,1
real_anes96_vote,anes96_vote_clinton_vs_dole,8,40,0.8,gradient_boosting_probability_conformal,cached_llm_promptopt_anes_opt_rank1_seed_original_persona,1
real_anes96_vote,anes96_vote_clinton_vs_dole,8,40,0.9,gradient_boosting_probability_conformal,cached_llm_promptopt_anes_opt_rank2_seed_sharp_when_clear,1
real_anes96_vote,anes96_vote_clinton_vs_dole,8,60,0.8,gradient_boosting_probability_conformal,random_forest_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,8,60,0.9,gradient_boosting_probability_conformal,cached_llm_anes_original_persona,1
real_anes96_vote,anes96_vote_clinton_vs_dole,8,80,0.8,random_forest_probability_conformal,calibrated_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,8,80,0.9,random_forest_probability_conformal,calibrated_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,8,100,0.8,cached_llm_anes_calibrated_persona,gradient_boosting_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,8,100,0.9,cached_llm_anes_calibrated_persona,random_forest_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,8,120,0.8,calibrated_probability_conformal,gradient_boosting_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,8,120,0.9,calibrated_probability_conformal,random_forest_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,8,140,0.8,calibrated_probability_conformal,gradient_boosting_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,8,140,0.9,calibrated_probability_conformal,gradient_boosting_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,9,30,0.8,cached_llm_anes_calibrated_persona,cached_llm_anes_original_persona,1
real_anes96_vote,anes96_vote_clinton_vs_dole,9,40,0.8,cached_llm_anes_calibrated_persona,cached_llm_anes_original_persona,1
real_anes96_vote,anes96_vote_clinton_vs_dole,9,40,0.9,cached_llm_anes_calibrated_persona,cached_llm_anes_original_persona,1
real_anes96_vote,anes96_vote_clinton_vs_dole,9,60,0.8,cached_llm_anes_original_persona,cached_llm_promptopt_anes_opt_rank2_seed_sharp_when_clear,1
real_anes96_vote,anes96_vote_clinton_vs_dole,9,60,0.9,cached_llm_anes_original_persona,cached_llm_promptopt_anes_opt_rank2_seed_sharp_when_clear,1
real_anes96_vote,anes96_vote_clinton_vs_dole,9,80,0.8,cached_llm_anes_calibrated_persona,calibrated_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,9,80,0.9,cached_llm_anes_calibrated_persona,calibrated_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,9,100,0.8,cached_llm_anes_calibrated_persona,cached_llm_promptopt_anes_opt_rank2_seed_sharp_when_clear,1
real_anes96_vote,anes96_vote_clinton_vs_dole,9,100,0.9,cached_llm_anes_calibrated_persona,calibrated_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,9,120,0.8,cached_llm_anes_calibrated_persona,gradient_boosting_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,9,120,0.9,cached_llm_anes_calibrated_persona,cached_llm_anes_original_persona,1
real_anes96_vote,anes96_vote_clinton_vs_dole,9,140,0.8,cached_llm_anes_calibrated_persona,cached_llm_promptopt_anes_opt_rank2_seed_sharp_when_clear,1
real_anes96_vote,anes96_vote_clinton_vs_dole,9,140,0.9,cached_llm_anes_calibrated_persona,cached_llm_promptopt_anes_opt_rank2_seed_sharp_when_clear,1
real_anes96_vote,anes96_vote_clinton_vs_dole,10,30,0.8,gradient_boosting_probability_conformal,cached_llm_promptopt_anes_opt_rank2_seed_sharp_when_clear,1
real_anes96_vote,anes96_vote_clinton_vs_dole,10,40,0.8,random_forest_probability_conformal,cached_llm_promptopt_anes_opt_rank1_seed_original_persona,1
real_anes96_vote,anes96_vote_clinton_vs_dole,10,40,0.9,random_forest_probability_conformal,cached_llm_promptopt_anes_opt_rank2_seed_sharp_when_clear,1
real_anes96_vote,anes96_vote_clinton_vs_dole,10,60,0.8,calibrated_probability_conformal,cached_llm_promptopt_anes_opt_rank1_seed_original_persona,1
real_anes96_vote,anes96_vote_clinton_vs_dole,10,60,0.9,calibrated_probability_conformal,cached_llm_anes_original_persona,1
real_anes96_vote,anes96_vote_clinton_vs_dole,10,80,0.8,cached_llm_anes_calibrated_persona,cached_llm_anes_original_persona,1
real_anes96_vote,anes96_vote_clinton_vs_dole,10,80,0.9,cached_llm_anes_calibrated_persona,cached_llm_anes_original_persona,1
real_anes96_vote,anes96_vote_clinton_vs_dole,10,100,0.8,calibrated_probability_conformal,cached_llm_anes_original_persona,1
real_anes96_vote,anes96_vote_clinton_vs_dole,10,100,0.9,calibrated_probability_conformal,random_forest_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,10,120,0.8,cached_llm_anes_calibrated_persona,calibrated_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,10,120,0.9,cached_llm_anes_calibrated_persona,gradient_boosting_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,10,140,0.8,cached_llm_anes_original_persona,gradient_boosting_probability_conformal,1
real_anes96_vote,anes96_vote_clinton_vs_dole,10,140,0.9,cached_llm_anes_original_persona,calibrated_probability_conformal,1
